OBJECTID,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,estimated_generation_gwh
7641,US Magnesium,USA0058191,48.000000000000000,40.913300000000000,-112.733900000000006,Gas,Oil,,,1972.000000000000000,US Magnesium,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,216.735818,245.838878,243.599583,0,220.62642,
7642,US-TOPCO (Soccer Center),USA0060086,3.000000000000000,34.660699999999999,-118.081199999999995,Solar,,,,2017.000000000000000,Tesla Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0,7.301,1.337783004000000
7643,USG 1,USA0061682,1.000000000000000,32.792800000000000,-115.857299999999995,Solar,,,,2014.000000000000000,ZGlobal Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,2.115,0.445927668000000
7644,USG 2,USA0061683,1.000000000000000,32.790399999999998,-115.863200000000006,Solar,,,,2016.000000000000000,ZGlobal Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,2.065,0.445927668000000
7645,USPS PV,USA0061250,10.699999999999999,33.977899999999998,-118.258700000000005,Solar,,,,2017.000000000000000,USPS LA Solar FiT A & B,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,8.064,4.771426047000000
7646,UTS SJ1 LLC,USA0057420,1.500000000000000,37.433100000000003,-121.941900000000004,Gas,Biomass,,,2012.000000000000000,UTS SJ1 LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,10.77,9.717,7.005,0.918,0,
7647,UW Madison Charter Street Plant,USA0054408,11.000000000000000,43.070000000000000,-89.400599999999997,Gas,Oil,,,1965.000000000000000,State of Wisconsin,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,57477,2017,0,0,0,0,13.20461,
7648,Ubly,USA0001875,12.400000000000000,43.721699999999998,-82.938800000000001,Oil,Gas,,,1984.177419000000100,Thumb Electric Coop of Mich,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,34643,2017,0,0.00098,0.02,0.0098,0.0441,
7649,Uilk Wind LLC,USA0057351,4.500000000000000,43.981099999999998,-96.426900000000003,Wind,,,,2010.000000000000000,RENEW Energy Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,61306,2017,13.467,14.671,14.267,14.365,13.351,
7650,Uintah,USA0003704,1.200000000000000,40.538100000000000,-110.066100000000006,Hydro,,,,1930.000000000000000,Moon Lake Electric Assn Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,26815,2017,5.405,6.591,6.272,6.474,7.181,
7651,Union Carbide Seadrift Cogen,USA0050150,168.000000000000000,28.510500000000000,-96.770600000000002,Gas,,,,1986.369048000000021,Union Carbide Corp-Seadrift,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,653.22322,661.422633,704.317002,663.930078,761.513055,
7652,Union City Wind Turbine,USA0057637,1.000000000000000,40.190800000000003,-84.817200000000000,Wind,,,,2010.000000000000000,Performance Services,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.337,0.995,0.882,1.17,0,
7653,Union County Resource Recovery,USA0050960,45.000000000000000,40.601300000000002,-74.266400000000004,Waste,,,,1994.000000000000000,Covanta Union Operations LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,297.187,291.439,294.968,290.873,293.006,
7654,Union Falls,USA0050176,2.600000000000000,44.510700000000000,-73.913100000000000,Hydro,,,,1987.000000000000000,Union Falls Hydro Power LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27870,2017,13.84119,13.2957,11.827,8.993,8.53,
7655,Union HS at Casa Grande,USA0058516,1.600000000000000,32.936900000000001,-111.738600000000005,Solar,,,,2013.000000000000000,Constellation Solar Holding  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,3.364,3.343,3.196,3.404,3.274,
7656,Union Power Station,USA0055380,2428.000000000000000,33.296100000000003,-92.589399999999998,Gas,,,,2003.000000000000000,Entergy Arkansas Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,46685,2017,6267.016,6248.56,8414.338,9459.445,9869.062,
7657,Union Renewable Energy Facility,USA0060241,3.200000000000000,34.615800000000000,-81.818700000000007,Waste,,,,2015.000000000000000,Lockhart Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,18.9,21.227,18.549,0.000000000000000
7658,Union Valley,USA0006612,38.600000000000001,38.864300000000000,-120.444299999999998,Hydro,,,,1963.000000000000000,Sacramento Municipal Util Dist,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,31881,2017,80.505,58.757,38.925,109.772,186.277,
7659,Unionville,USA0006563,53.200000000000003,40.459299999999999,-93.021799999999999,Oil,,,,1976.000000000000000,Associated Electric Coop  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,13655,2017,0.083,0.174,,,,
7660,Unionville City of,USA0002164,8.699999999999999,40.476700000000001,-93.010000000000005,Oil,Gas,,,1973.517241000000013,City of Unionville - (MO),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35295,2017,0.079,0.004,0.017,0.019,0.023,
7661,Unionville Hydro Project 2499 NY,USA0050269,3.000000000000000,44.714500000000001,-74.996600000000001,Hydro,,,,1984.000000000000000,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,12386,2017,16.831,14.579,13.271,12.41,16.046,
7662,Unit 4,USA0007015,1.500000000000000,39.544100000000000,-111.418700000000001,Hydro,,,,1993.000000000000000,City of Mt Pleasant - (UT),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,2.541,3.238,2.708,3.085,4.18,
7663,United Hospital,USA0007378,4.800000000000000,44.942500000000003,-93.107200000000006,Oil,,,,1992.000000000000000,Northern States Power Co - Minnesota,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,28296,2017,-0.164,-0.168,-0.429,0.005,0.014,
7664,United Stationers Supply Solar Electric,USA0058040,2.800000000000000,40.320599999999999,-74.501700000000000,Solar,,,,2012.000000000000000,KDC Solar O&M LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,4.103,2.93,4.248,4.188,3.937,
7665,Univ Minnesota CHP Plant,USA0059197,21.000000000000000,44.978600000000000,-93.240799999999993,Gas,Oil,,,2017.000000000000000,Veolia Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,91.15,147.954853000000014
7666,Univ of Calif Santa Cruz Cogeneration,USA0050064,4.400000000000000,36.999699999999997,-122.062200000000004,Gas,,,,2015.000000000000000,Santa Cruz Cogeneration Assoc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,5.684,,14.048,23.399,32.254,31.000064429999998
7667,Univ of California San Diego Solar,USA0057856,1.200000000000000,32.874400000000001,-117.238900000000001,Solar,,,,2009.000000000000000,University of California San Diego,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.901,2.552,2.836,2.379,3.1,
7668,Univ of Massachusetts Medical Center,USA0050087,17.500000000000000,42.279000000000003,-71.759799999999998,Gas,Oil,,,1998.714285999999902,University of Massachusetts Medical,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,66.19292,0,67.582,69.48,75.34308,
7669,Univ of NC Chapel Hill Cogen Facility,USA0054276,32.000000000000000,35.906900000000000,-79.061700000000002,Coal,Oil,Gas,,1993.000000000000000,University of North Carolina,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35420,2017,0,0,0,0,57.923,
7670,Univ of Oregon Central Power Station,USA0054950,11.000000000000000,44.048299999999998,-123.073899999999995,Gas,Oil,,,2013.000000000000000,University of Oregon,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,49794,2017,0,0,0,0,0.867,
7671,Univ of San Francisco Cogen,USA0050089,1.500000000000000,37.776600000000002,-122.451899999999995,Gas,,,,1987.000000000000000,University of San Francisco,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,8.592,8.298,8.491,5.686,4.704,
7672,University Park North,USA0055640,726.000000000000000,41.442500000000003,-87.751400000000004,Gas,,,,2002.000000000000000,LSP University Park LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,50022,2017,185.289,171.466,266.444,848.299,455.485,
7673,University Park South,USA0055250,353.399999999999977,41.440899999999999,-87.753200000000007,Gas,,,,2001.000000000000000,University Park Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,46892,2017,80.509,60.478,109.18,207.434,141.965,
7674,University of Arizona - Biosphere 2,USA0054594,3.100000000000000,32.578000000000003,-110.852599999999995,Gas,Oil,,,1995.161290000000008,University of Arizona - Biosphere 2,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,14563,2017,0.08526,0.06272,0.05782,0.049,0.06176,
7675,University of California San Diego,USA0057584,35.500000000000000,32.874699999999997,-117.239199999999997,Gas,Storage,,,2002.056338000000096,University of California San Diego,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35424,2017,0,203.055,199.763,212.297,209.011,
7676,University of Colorado,USA0054372,33.000000000000000,40.007599999999996,-105.269199999999998,Gas,Oil,,,1992.000000000000000,University of Colorado,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35405,2017,0,0,0,0,2.911,
7677,University of Delaware Wind Turbine,USA0057176,2.000000000000000,38.782899999999998,-75.164900000000003,Wind,,,,2010.000000000000000,First State Marine Wind,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,4.458,5.051,5.126,5.321,4.965,
7678,University of Florida,USA0007345,54.200000000000003,29.640300000000000,-82.348600000000005,Gas,,,,1994.000000000000000,Duke Energy Florida  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,20312,2017,0,0,0,0,366.694,
7679,University of Illinois Abbott Power Plt,USA0054780,85.000000000000000,40.105200000000004,-88.241500000000002,Gas,Coal,Oil,,1987.652941000000055,University of Illinois,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,266.809731,0,0,0,245.303899,
7680,University of Illinois Cogen Facility,USA0054044,59.899999999999999,41.867500000000000,-87.652400000000000,Gas,Oil,,,1999.859766000000036,University of Illinois,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,120.18916,126.38962,104.93546,78.9978,63.96362,
7681,University of Iowa Main Power Plant,USA0054775,30.699999999999999,41.657200000000003,-91.540000000000006,Coal,Waste,Oil,Gas,1981.355049000000008,University of Iowa,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35453,2017,52.41453,67.372827,68.468703,60.448947,46.762718,
7682,University of Michigan,USA0050431,44.500000000000000,42.281199999999998,-83.734600000000000,Gas,Oil,,,1980.606741999999940,University of Michigan,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0,161.181,166.384996,0,149.025,
7683,University of Northern Iowa,USA0050088,7.500000000000000,42.513599999999997,-92.459100000000007,Coal,Petcoke,Oil,,1982.000000000000000,University of Northern Iowa,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,49792,2017,13.87,13.413,12.649,13.071,13.965,
7684,University of Notre Dame,USA0050366,28.800000000000001,41.709400000000002,-86.236699999999999,Coal,Oil,Gas,,1982.277777999999898,University of Notre Dame,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,69.876445,69.696812,65.843745,72.72774,79.412597,
7685,University of Oklahoma,USA0050307,18.600000000000001,35.208900000000000,-97.442400000000006,Gas,Oil,,,1975.392473000000109,University of Oklahoma,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,0,0.021,0,0.002,
7686,University of Rochester,USA0058157,25.399999999999999,43.123899999999999,-77.628900000000002,Gas,Oil,,,2005.000000000000000,University of Rochester,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,55.627,38.6836,58.404,61.265,62.205,
7687,University of Tennessee Steam Plant,USA0055036,5.000000000000000,35.949199999999998,-83.926100000000005,Gas,,,,1996.000000000000000,University of Tennessee,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,35.041,32.413,25.804,33.362,34.756,
7688,University of Texas at Dallas,USA0054607,3.500000000000000,32.988300000000002,-96.748900000000006,Gas,Oil,,,1980.000000000000000,The University of Texas at Dallas,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35428,2017,0,0,0,0.003,0,
7689,University of Washington Power Plant,USA0054809,15.000000000000000,47.653900000000000,-122.303600000000003,Oil,Gas,,,1987.799999999999955,University of Washington,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,18.50202,12.30746,18.17698,19.92397,16.93647,
7690,Upchurch Solar Center LLC,USA0058812,5.000000000000000,35.781900000000000,-77.883899999999997,Solar,,,,2015.000000000000000,Cypress Creek Renewables,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,69638,2017,,0.113,9.143,9.542,9.232,
7691,Upper Androscoggin,USA0054202,1.600000000000000,44.088000000000001,-70.212400000000002,Hydro,,,,1920.000000000000000,Lewiston City of,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,16501,2017,,,,,,73.109089260000005
7692,Upper Baker,USA0003861,104.799999999999997,48.649000000000001,-121.690700000000007,Hydro,,,,1959.000000000000000,Puget Sound Energy Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,30972,2017,356.554,340.085,278.75,369.105,355.744,
7693,Upper Barker,USA0052171,1.000000000000000,44.086900000000000,-70.229299999999995,Hydro,,,,1987.000000000000000,KEI (Maine) Power Management (III) LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,6.93693,5.22819,3.654,4.106,4.967,
7694,Upper Beaver,USA0003643,2.500000000000000,38.268300000000004,-112.480599999999995,Hydro,,,,1907.000000000000000,Beaver City Corporation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29485,2017,10.582,10.097,10.191,11.165,10.768,
7695,Upper Beaver Falls Project,USA0010490,1.500000000000000,43.883600000000001,-75.428100000000001,Hydro,,,,1985.000000000000000,Eagle Creek RE LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,70513,2017,9.247,10.393,7.85,8.594,9.922,
7696,Upper Blackstone (MA) Treasure Valley,USA0059781,5.000000000000000,42.332799999999999,-71.987600000000000,Solar,,,,2014.000000000000000,Nexamp Treasure Valley Solar  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,68862,2017,,2.695,7.391,7.755,5.702,
7697,Upper Dawson,USA0000489,4.400000000000000,37.650799999999997,-120.470600000000005,Hydro,,,,1983.000000000000000,Turlock Irrigation District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35104,2017,10.147,6.86,6.093,7.654,10.768,
7698,Upper Falls,USA0009096,10.000000000000000,47.654400000000003,-117.418899999999994,Hydro,,,,1922.000000000000000,Avista Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,36365,2017,68.384,67.033,38.374,62.708,68.396,
7699,Upper Gorge,USA0000407,37.500000000000000,37.545999999999999,-118.590000000000003,Hydro,,,,1953.000000000000000,Los Angeles Department of Water & Power,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,25102,2017,43.526,27.323,0.238,31.15,134.56,
7700,Upper Malad,USA0000823,8.300000000000001,42.864300000000000,-114.885499999999993,Hydro,,,,1948.000000000000000,Idaho Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,22761,2017,51.921,55.588,56.263,16.427,29.675,
7701,Upper Mechanicville,USA0000625,16.399999999999999,42.912599999999998,-73.680499999999995,Hydro,,,,1983.000000000000000,New York State Elec & Gas Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27596,2017,87.444,85.688,66.662,46.547,71.765,
7702,Upper Molina,USA0000521,9.900000000000000,39.143799999999999,-108.004800000000003,Hydro,,,,1963.000000000000000,U S Bureau of Reclamation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35674,2017,17.221,24.43,25.206,25.913,22.859,
7703,Upper Newton Falls,USA0058679,1.500000000000000,44.214399999999998,-74.991399999999999,Hydro,,,,1927.000000000000000,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,52110,2017,7.693,5.451,4.447,5.35,9.7,
7704,Upper Pacolet Hydro,USA0058257,1.100000000000000,34.921399999999998,-81.745599999999996,Hydro,,,,2013.000000000000000,Lockhart Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,26457,2017,6.069,5.386,5.279,4.704,4.17,
7705,Upper Power Plant,USA0000844,8.000000000000000,43.552700000000002,-112.051000000000002,Hydro,,,,1982.000000000000000,City of Idaho Falls - (ID),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,45.978,45.755,49.989,42.607,53.911,
7706,Upper Salmon A,USA0000822,18.000000000000000,42.767400000000002,-114.924700000000001,Hydro,,,,1937.000000000000000,Idaho Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,22772,2017,97.991,100.252,106.048,91.98,117.23,
7707,Upper Salmon B,USA0007079,16.500000000000000,42.766399999999997,-114.908199999999994,Hydro,,,,1947.000000000000000,Idaho Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,22772,2017,90.602,90.972,97.207,84.782,124.505,
7708,Upper Sterling,USA0007474,2.200000000000000,41.787100000000002,-89.677499999999995,Hydro,,,,1988.000000000000000,City of Rock Falls - (IL),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,48669,2017,6.59,8.711,10.078,7.719,10.664,
7709,Upriver Dam Hydro Plant,USA0050380,17.600000000000001,47.682200000000002,-117.331900000000005,Hydro,,,,1967.636363999999958,City of Spokane,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,36366,2017,52.582,46.277,45.252,57.351,50.679,
7710,Upson Rocky Creek Solar Plant,USA0058485,1.000000000000000,32.920800000000000,-84.343100000000007,Solar,,,,2012.000000000000000,Axium US Solar Holdings LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.382,1.419,1.373,1.452,1.334,
7711,Upton Community Solar,USA0061297,2.000000000000000,42.100000000000001,-71.700000000000003,Solar,,,,2017.000000000000000,Upton Solar  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0.87,0.891855336000000
7712,Upton County Solar,USA0060581,150.000000000000000,31.241800000000001,-102.290300000000002,Solar,,,,2018.000000000000000,Consolidated Edison Development Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,21.965,66.889150200000003
7713,Urquhart,USA0003295,758.899999999999977,33.435000000000002,-81.911100000000005,Gas,Oil,,,1983.816708000000062,South Carolina Electric&Gas Company,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,32995,2017,1302.159001,1928.719984,1947.078011,2161.962048,2311.885018,
7714,Ursa Community Solar,USA0060712,5.000000000000000,44.671599999999998,-93.082599999999999,Solar,,,,2017.000000000000000,Ursa Community Solar,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,7.878,2.229638340000000
7715,Utah Red Hills Renewable Energy Park,USA0058660,80.000000000000000,37.882800000000003,-112.904200000000003,Solar,,,,2016.000000000000000,Utah Red Hills Renewable Energy Park LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,63058,2017,,,12.281,208.071,209.574,35.674213440000003
7716,Uwharrie Mountain Renewable,USA0058526,9.600000000000000,35.332999999999998,-79.964900000000000,Waste,,,,2014.000000000000000,Uwharrie Mountain Renewable Energy  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,28.073,68.813,62.803,65.761,
7717,V C Summer,USA0006127,1029.599999999999909,34.298299999999998,-81.315299999999993,Nuclear,,,,1984.000000000000000,South Carolina Electric&Gas Company,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,32993,2017,8370.156,6916.201,7115.397,8658.361,6913.294,
7718,V H Braunig,USA0003612,1138.000000000000000,29.256699999999999,-98.382499999999993,Gas,Oil,,,1977.557117999999946,City of San Antonio - (TX),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,31969,2017,519.008999,278.182001,398.540998,617.237003,455.435,
7719,VA Sepulveda Ambulatory Care Center,USA0058249,3.500000000000000,34.248899999999999,-118.483300000000000,Solar,,,,2014.000000000000000,VA Sepulveda Ambulatory Care Center,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,5.968,6.595,5.896,5.168,
7720,VEC Alburgh Array,USA0060860,1.000000000000000,44.962299999999999,-73.274100000000004,Solar,,,,2017.000000000000000,SoCore Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0,1.483,0.445927668000000
7721,VEC Magee Hill Solar,USA0060954,1.300000000000000,44.368200000000002,-73.060800000000000,Solar,,,,2017.000000000000000,SoCore Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0.03,0.579705968000000
7722,VMEA 1 Credit Gen,USA0007440,13.199999999999999,38.740499999999997,-77.508099999999999,Oil,,,,1992.878787999999986,City of Manassas - (VA),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,57043,2017,0.159,0.258,0.361,0.166,0.057,
7723,VMEA Peaking Gen,USA0007441,6.400000000000000,38.740499999999997,-77.508099999999999,Oil,,,,1992.500000000000000,City of Manassas - (VA),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,57044,2017,0.086,0.131,0.174,0.036,0.102,
7724,Vaca Dixon Battery Storage System,USA0059256,2.000000000000000,38.393300000000004,-121.927800000000005,Storage,,,,2013.000000000000000,Pacific Gas & Electric Co.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,-1.413,-1.386,
7725,Vaca Dixon Solar Station,USA0057041,2.000000000000000,38.410600000000002,-121.926400000000001,Solar,,,,2010.000000000000000,Pacific Gas & Electric Co.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,60024,2017,4.707,4.056,4.425,4.028,3.434,
7726,Vacaville,USA0059058,1.000000000000000,38.399400000000000,-121.960300000000004,Solar,,,,2007.000000000000000,Janssen Pharmaceutical Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,61622,2017,2.046,1.94436,1.56519,0.495,1.642,
7727,Valdosta,USA0060448,1.000000000000000,30.810099999999998,-83.225999999999999,Solar,,,,2013.000000000000000,WGL Energy Systems  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,21127,2017,,,,1.826,1.77,0.445927668000000
7728,Valdosta Prison,USA0061468,1.000000000000000,30.899999999999999,-83.299999999999997,Solar,,,,2017.000000000000000,IGS ORIX Solar I  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0.684,0.445927668000000
7729,Valdosta Water Treatment Plant,USA0054839,3.400000000000000,30.913599999999999,-83.252899999999997,Oil,,,,2000.500000000000000,Valdosta City of,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0,0,0,0,0,
7730,Vale Air Solar Center  LLC,USA0060335,10.000000000000000,43.965000000000003,-117.258099999999999,Solar,,,,2016.000000000000000,Cypress Creek Renewables,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,1.159,19.863,4.459276680000000
7731,Valencia,USA0006515,108.000000000000000,31.363499999999998,-110.931299999999993,Gas,Oil,,,1997.500000000000000,UNS Electric  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,16371,2017,22.751,0,0,0.62,3.016,
7732,Valencia 1 Solar CA,USA0061418,3.000000000000000,33.043599999999998,-115.627799999999993,Solar,,,,2017.000000000000000,ZGlobal Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,1.226,1.337783004000000
7733,Valencia Energy Facility,USA0055802,159.500000000000000,34.611499999999999,-106.732200000000006,Gas,,,,2008.000000000000000,Valencia Power LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,78.106,64.342,105.161,60.911,76.524,
7734,Valencia Solar,USA0059454,10.000000000000000,32.145800000000001,-110.866900000000001,Solar,,,,2013.000000000000000,Valencia Solar  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,67497,2017,,25.14,23.224,23.552,26.409,
7735,Valenite,USA0056131,2.900000000000000,34.657200000000003,-83.038300000000007,Oil,,,,2003.000000000000000,Central Electric Power,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.056,0.095,0.135,0.165,0.085,
